name,time,time,MT_1,MT_2,MT_3,Col_1,Col_2,Col_3,Col_1,Col_2,Col_3,Col_4,MT_1,MT_2,MT_3,hy5-215_1,hy5-215_2,hy5-215_3,hy5-215_4,MND1-OX1_1,MND1-OX1_2,MND1-OX1_3,MND1-OX1_4,MND1-OX1_5,MND1-OX1_6,mnd1-1_1,mnd1-1_2,MND1-OX2_1,MND1-OX2_2,MND1-OX2_3,MND1-OX2_4,MND1-OX2_1,MND1-OX2_2,MND1-OX2_3,MND1-OX1_1,MND1-OX1_2,MND1-OX1_3,MND1-OX1_4,MND1-OX1_5,hy5-215_1,hy5-215_2,mnd1-1_1
,2130,2130,82.678,93.157,71.995,93.738,63.428,81.421,92.476,59.013,71.63,101.195,76.757,86.653,144.408,131.038,178.026,115.653,174.879,182.11,157.986,201.238,176.234,220.681,186.864,70.203,103.389,176.015,160.571,112.768,106.761,160.154,203.868,137.192,212.703,141.315,215.38,156.326,243.077,113.826,148.459,106.468
,2160,2160,87.408,95.086,71.995,93.738,63.428,81.421,92.476,60.08,71.63,101.195,76.757,86.653,144.408,131.038,178.026,115.653,179.02,183.852,159.998,203.641,179.246,223.663,187.286,70.203,105.61,176.251,161.899,112.768,107.671,160.239,207.589,137.592,214.93,142.315,216.74,156.326,244.84,113.826,148.459,105.817
,2190,2190,88.261,95.086,72.979,93.738,63.428,81.421,92.476,63.99,71.63,101.195,76.757,89.64,144.408,131.038,178.026,115.653,180.406,186.502,162.086,203.641,183.279,224.657,189.592,72.19,105.61,179.393,161.899,112.768,109.665,162.306,207.451,140.345,216.793,142.346,217.614,157.325,244.84,113.826,148.459,105.817
,2220,2220,89.254,99.209,73.964,93.738,65.057,82.41,94.464,63.99,74.617,101.195,76.757,89.64,144.408,132.148,178.026,115.653,180.97,190.086,162.086,205.583,183.279,226.01,191.46,72.043,106.551,179.393,164.667,112.768,110.663,162.184,207.451,140.345,218.458,145.341,217.614,160.377,246.616,113.826,148.459,105.817
,2250,2250,89.545,99.209,73.964,93.738,65.057,84.284,94.464,63.99,73.891,103.195,76.757,89.64,146.408,131.716,181.716,115.653,180.97,192.79,162.086,207.53,183.279,229.118,193.448,72.043,109.126,180.303,166.081,112.768,112.541,164.183,208.221,140.345,220.687,145.315,218.974,161.375,249.311,113.826,148.459,107.719
,2280,2280,89.545,100.176,75.937,93.738,65.057,85.528,94.464,63.99,73.891,104.195,76.757,92.685,146.408,131.716,183.212,116.627,180.97,192.79,162.086,209.481,185.277,229.118,193.448,72.043,109.126,180.303,166.081,115.731,115.539,164.231,208.996,140.345,221.614,145.315,221.697,161.375,249.311,113.826,148.459,110.586
,2310,2310,89.545,100.176,75.79,93.738,65.224,85.528,94.464,65.99,73.891,104.195,77.757,92.685,146.408,132.913,183.212,119.626,183.758,193.21,162.086,210.679,188.488,230.108,195.671,75.041,109.126,181.755,166.768,115.731,117.537,165.383,211.809,140.345,221.614,147.315,224.574,162.44,249.311,113.826,150.663,110.586
,2340,2340,89.545,100.176,75.79,93.738,65.224,85.528,94.464,65.99,78.213,104.195,78.757,92.685,146.408,132.695,183.212,122.618,183.758,193.663,162.164,211.652,189.592,231.099,197.654,76.024,109.126,182.957,169.596,116.515,119.535,165.383,214.623,141.15,223.3,148.315,225.433,163.438,249.311,113.826,152.579,110.586
,2370,2370,89.545,100.176,75.79,93.013,65.224,85.528,94.464,65.99,78.213,104.195,78.757,94.683,146.408,132.355,183.212,124.648,183.758,195.472,164.368,212.857,191.845,232.09,198.646,76.024,109.126,182.957,169.596,118.251,122.704,168.289,215.399,142.015,226.073,150.336,226.294,165.509,249.311,113.826,154.499,110.586
,2400,2400,89.545,100.176,76.781,93.013,65.224,85.528,94.464,67.059,78.213,104.195,78.757,96.733,146.408,136.322,183.212,126.647,183.758,197.707,164.368,214.802,191.845,234.072,200.631,76.024,109.126,182.957,173.2,118.251,124.63,170.284,216.805,143.359,228.302,150.336,227.158,167.428,250.198,113.826,156.698,110.586
,2430,2430,89.545,100.176,76.781,94.52,65.224,85.528,94.464,68.056,78.213,104.195,80.817,97.731,146.408,136.322,183.212,126.683,183.758,199.942,164.368,216.01,193.823,235.063,201.891,76.024,110.427,184.772,174.562,118.251,124.63,171.358,218.847,145.148,231.838,151.335,228.023,168.425,252.877,113.826,156.698,112.84
,2460,2460,89.545,100.176,77.913,96.438,65.224,85.528,94.464,68.056,78.213,104.195,80.817,97.731,146.408,135.242,183.212,128.731,183.758,199.942,164.368,217.952,195.802,235.929,203.87,76.024,113.217,186.098,175.945,120.486,125.629,171.358,219.619,145.148,233.687,152.334,228.023,168.425,254.217,113.826,156.698,112.84
,2490,2490,89.545,100.176,79.89,98.103,65.224,85.528,94.464,68.056,78.213,104.195,80.817,97.731,146.408,137.437,183.212,128.731,183.758,201.272,166.352,218.195,195.802,238.17,203.87,76.024,113.217,186.098,176.645,122.304,125.629,171.358,219.619,145.62,233.687,153.389,228.023,169.423,256.912,113.826,156.698,112.84
,2520,2520,89.545,100.176,79.89,98.103,65.224,85.528,94.464,68.056,78.213,104.195,80.817,99.796,146.408,137.437,185.085,128.731,183.758,203.508,166.352,220.133,197.655,240.152,205.85,76.024,113.217,189.241,178.079,124.538,125.574,171.564,219.619,146.653,236.3,153.609,228.89,170.421,257.815,113.826,156.698,112.84
,2550,2550,89.545,100.176,79.89,98.103,65.253,85.528,94.464,68.056,78.213,104.195,82.814,100.793,146.408,136.952,186.963,128.731,183.758,203.508,168.338,222.075,199.905,241.143,206.325,76.024,113.217,189.241,180.178,124.538,127.5,174.544,220.396,147.96,237.223,153.609,229.389,172.417,259.148,113.826,156.698,112.84
,2580,2580,89.545,100.176,80.88,98.103,65.253,85.528,94.464,68.056,78.213,104.195,83.812,100.793,146.408,138.73,186.963,128.731,183.758,205.825,170.222,223.047,201.048,242.269,207.309,76.024,113.217,190.152,181.602,127.192,129.482,176.783,223.841,150.588,239.843,153.481,231.621,174.354,261.821,113.826,156.698,112.84
,2610,2610,89.545,100.176,83.007,98.103,65.253,85.528,94.464,68.056,78.213,104.195,83.812,102.787,146.408,139.717,186.963,130.728,183.758,209.895,172.43,224.02,202.384,243.26,209.279,76.024,113.217,190.152,183.016,127.192,130.499,177.641,226.657,152.424,241.684,155.469,231.621,176.351,261.821,113.826,156.698,112.84
,2640,2640,89.545,100.176,83.995,99.072,65.253,85.528,94.464,68.056,78.213,104.195,83.812,102.787,147.408,140.332,189.184,132.645,186.231,211.74,172.43,226.441,204.349,244.25,210.102,76.024,113.217,190.152,185.13,127.192,132.527,177.407,228.205,152.424,244.307,156.381,232.988,178.349,261.821,115.454,156.698,112.84
,2670,2670,89.545,100.176,83.995,99.072,65.411,85.528,94.464,70.239,78.213,104.195,83.812,102.64,149.408,141.302,189.184,132.645,186.231,211.74,172.43,227.41,204.349,246.232,212.078,77.024,113.969,191.9,185.835,127.192,132.527,177.407,228.836,152.424,247.069,156.381,232.988,181.399,261.864,115.454,161.511,112.84
,2700,2700,89.545,100.176,83.995,100.559,67.536,85.528,94.464,70.239,78.213,104.195,83.812,102.64,149.408,141.302,189.184,134.644,186.231,211.74,174.301,229.35,204.349,248.213,213.392,79.024,114.888,193.71,187.958,127.192,132.527,177.407,228.836,152.424,247.069,157.46,232.988,182.397,261.864,115.454,163.443,112.84
,2730,2730,91.365,100.176,83.731,100.559,70.674,87.503,94.464,72.224,79.69,104.195,83.812,102.64,149.408,144.717,191.067,134.644,189.295,212.127,175.296,230.321,206.316,249.483,215.362,79.024,115.812,194.217,187.958,127.192,132.527,180.355,231.018,155.576,249.842,158.455,237.608,182.397,261.864,115.454,167.826,112.84
,2760,2760,91.365,102.112,84.627,102.758,72.387,90.472,94.464,73.047,79.69,107.202,83.812,104.648,149.408,146.592,192.633,135.644,189.295,215.169,175.296,231.293,208.465,249.483,216.348,79.024,115.812,194.217,190.077,128.522,134.482,181.744,233.202,156.498,251.147,160.447,237.608,184.456,262.774,116.259,169.756,112.84
,2790,2790,91.365,102.112,86.547,102.758,72.929,90.472,94.464,73.047,79.69,108.202,84.77,105.648,153.502,148.342,194.847,137.643,191.222,216.922,175.296,233.239,210.255,251.462,217.333,80.024,117.669,194.217,189.742,128.522,135.482,184.896,235.388,156.498,251.147,162.439,239.837,185.454,263.685,116.259,171.743,112.84
,2820,2820,91.365,102.112,87.546,102.758,72.939,90.472,94.464,73.047,80.166,111.202,86.808,106.64,153.502,148.342,194.847,139.624,192.899,217.825,175.296,235.188,213.213,253.441,218.67,80.024,118.602,195.534,194.018,128.522,135.482,185.867,235.388,156.498,251.147,163.53,243.957,186.452,264.599,116.259,171.743,112.84
,2850,2850,91.365,104.299,89.542,102.758,72.939,93.585,96.37,73.175,80.166,111.202,86.808,106.64,154.449,150.09,194.847,140.672,192.899,217.825,175.296,235.188,213.213,253.414,218.67,80.024,120.493,195.534,194.704,128.522,135.482,185.867,235.388,156.498,251.147,161.703,246.526,190.385,264.599,116.259,171.743,112.84
,2880,2880,91.365,104.299,89.542,102.758,72.939,93.585,96.37,73.175,80.166,113.223,86.808,106.64,154.449,150.09,194.847,140.672,194.828,217.825,174.065,238.116,213.213,253.414,219.841,80.024,120.493,195.534,194.704,132.53,135.482,185.867,237.421,156.121,253.377,161.703,246.78,190.385,264.599,116.259,171.743,112.84
,2910,2910,91.365,104.299,89.542,102.758,72.939,93.585,96.37,73.175,80.166,113.223,86.808,106.64,154.449,150.09,194.847,140.672,194.828,217.825,174.065,238.116,213.213,253.414,219.841,80.024,120.493,195.534,194.704,132.53,135.482,185.867,237.421,157.982,253.377,161.703,246.78,190.385,264.599,116.259,171.743,112.84
,2940,2940,91.365,104.299,89.542,102.758,73.473,93.585,96.37,77.139,80.166,113.223,86.808,106.64,154.449,150.205,194.847,140.672,194.828,221.056,176.062,239.093,216.337,253.414,219.841,80.024,120.493,196.984,194.704,132.53,136.525,188.312,237.421,158.225,254.684,161.703,246.78,190.385,264.599,116.259,173.222,112.84
,2970,2970,93.347,104.299,89.542,102.758,73.473,93.585,96.37,77.139,80.332,113.223,86.808,106.64,154.449,150.205,194.847,140.672,194.828,221.056,176.062,239.093,216.337,253.414,219.841,80.024,120.493,196.984,194.704,132.53,136.525,188.312,237.421,158.225,255.47,161.703,246.78,190.385,264.599,122.894,173.222,112.84
,3000,3000,94.089,105.266,89.542,102.758,76.125,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,150.205,194.847,140.672,198.434,221.056,176.062,239.093,216.337,253.414,219.841,80.024,120.493,196.984,194.704,135.229,136.525,188.312,237.421,158.225,255.47,161.703,246.78,190.385,264.599,122.894,173.222,112.84
,3030,3030,97.069,105.266,89.542,102.758,76.125,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,150.205,194.847,140.672,198.434,221.056,178.117,239.093,217.323,253.414,219.841,80.024,120.493,196.984,194.704,135.229,136.525,188.312,237.421,158.225,255.873,161.703,246.78,190.385,264.599,122.894,173.222,112.84
,3060,3060,97.069,105.266,89.542,102.758,74.245,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,150.205,194.847,140.672,198.434,221.056,178.117,239.093,218.858,253.414,221.804,80.024,120.493,196.984,194.704,135.229,136.525,188.312,237.421,158.225,258.107,161.703,246.78,190.385,264.736,122.894,173.222,112.84
,3090,3090,98.069,105.266,89.542,102.758,74.245,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,150.205,194.847,140.672,198.434,221.056,178.117,242.027,219.465,253.414,221.804,80.024,120.493,196.984,194.704,135.229,136.525,188.312,237.421,158.225,260.341,161.703,246.78,190.385,264.736,122.894,175.48,112.84
,3120,3120,98.069,107.205,89.542,102.758,74.245,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,151.702,194.847,140.672,198.434,221.056,178.117,242.027,219.465,253.414,221.804,80.024,120.493,198.841,194.704,135.229,136.525,188.312,237.421,157.584,261.255,161.703,246.78,190.385,264.736,122.894,176.629,112.84
,3150,3150,98.069,109.147,91.539,102.758,73.522,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,151.702,194.847,140.672,198.434,221.056,178.191,242.027,220.449,253.414,221.804,80.024,120.493,200.14,194.704,135.229,136.525,188.312,237.421,157.584,263.086,161.703,246.78,190.385,264.736,129.142,176.629,112.84
,3180,3180,98.069,109.147,91.539,102.758,73.522,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,151.702,194.847,140.672,198.434,220.663,178.191,242.027,222.42,253.414,221.804,80.024,120.493,200.14,194.704,134.804,136.525,188.312,237.421,157.584,264.403,161.703,246.78,190.385,264.736,129.142,176.629,112.84
,3210,3210,98.069,109.147,91.539,102.758,73.522,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,151.702,194.847,140.672,204.167,220.663,178.191,242.027,223.406,253.414,221.804,80.024,120.493,200.14,194.704,134.804,136.525,189.02,237.421,157.282,266.637,161.703,246.78,190.385,267.352,129.142,176.629,112.84
,3240,3240,99.069,109.147,93.536,102.758,73.522,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,151.702,194.847,140.672,204.167,220.663,178.191,243.985,224.392,253.414,221.804,80.024,120.493,200.14,194.704,134.804,136.525,188.267,237.421,157.282,267.154,161.703,246.78,190.385,267.519,132.979,176.629,112.84
,3270,3270,99.069,109.147,93.536,102.758,73.522,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,151.702,194.847,139.716,204.167,221.771,179.187,243.985,224.392,257.816,221.804,80.024,120.493,200.14,194.704,134.804,136.525,188.267,239.336,157.282,268.994,161.703,246.78,190.385,267.519,136.073,179.758,112.84
,3300,3300,99.069,109.147,93.536,102.758,73.522,93.585,96.37,77.139,80.014,113.223,86.808,106.64,154.449,151.702,194.847,139.716,204.167,221.771,181.111,245.946,226.366,257.816,222.786,80.024,120.493,201.443,194.704,134.804,136.525,188.267,239.336,158.239,269.916,161.703,246.78,190.385,269.382,136.073,181.727,112.84
,3330,3330,99.069,109.147,93.536,102.758,73.522,93.585,99.15,77.139,80.014,113.223,86.808,106.64,154.449,151.702,194.847,139.716,206.399,221.771,181.111,247.908,226.366,257.816,226.376,80.024,120.493,201.443,194.704,134.804,136.525,188.267,239.985,158.239,272.147,161.703,246.78,190.385,271.251,136.073,181.727,114.708
,3360,3360,100.085,111.092,93.49,102.758,72.007,93.585,99.15,77.139,80.014,115.201,86.808,106.64,154.449,156.695,198.466,140.769,206.399,221.586,184.105,250.064,227.353,259.066,228.427,80.024,122.082,204.065,196.102,134.804,137.524,190.568,242.05,158.239,272.538,161.703,248.979,190.385,272.541,136.073,182.712,116.269
,3390,3390,100.085,111.092,95.463,104.415,75.304,95.563,102.149,81.235,83.282,115.201,88.806,106.64,154.449,161.689,202.33,140.769,206.399,225.017,186.051,251.045,227.353,260.977,232.546,80.024,121.567,204.065,196.166,135.299,139.523,190.568,244.327,158.239,272.538,162.683,250.588,191.383,273.475,138.19,184.856,117.221
,3420,3420,104.127,112.617,95.533,107.079,75.304,95.563,102.149,81.235,83.282,117.222,89.356,106.64,155.448,166.017,202.588,142.765,208.409,226.751,188.05,253.204,229.489,262.228,232.546,80.024,121.567,204.984,196.166,136.213,140.523,192.37,244.974,158.846,274.77,164.477,250.588,194.379,275.348,141.307,184.856,118.857
,3450,3450,104.127,113.8,96.531,109.787,75.304,95.563,102.149,81.235,83.282,119.221,93.35,108.648,156.496,168.74,206.014,143.763,213.407,226.751,189.993,255.163,230.645,262.228,232.546,80.024,123.518,206.298,197.532,136.213,141.497,194.348,244.974,159.795,274.77,165.331,250.588,196.432,275.348,142.657,184.856,118.857
,3480,3480,104.127,115.967,96.531,110.729,77.064,95.563,102.149,81.235,83.282,119.221,93.35,108.648,157.562,168.74,206.014,146.758,216.087,229.907,190.53,255.163,230.645,262.228,234.466,81.024,125.69,206.298,199.672,136.346,141.497,194.348,244.974,160.746,275.689,165.331,250.588,198.429,275.348,146.778,186.825,118.857
,3510,3510,104.127,115.967,96.531,111.694,77.164,95.563,102.149,83.367,83.282,121.22,93.35,108.648,158.643,168.74,206.014,145.703,216.85,233.096,192.65,255.163,230.645,262.228,234.466,83.024,127.439,208.136,201.055,136.346,141.497,194.348,244.974,164.885,275.689,165.331,250.588,199.427,276.286,149.715,186.825,118.857
,3540,3540,105.126,116.943,96.531,113.627,77.164,95.563,106.135,83.367,86.003,123.294,93.35,108.648,160.734,168.74,206.014,145.703,216.928,233.096,192.65,256.144,230.645,265.39,193.581,84.037,130.961,208.136,201.773,136.346,141.497,194.348,244.974,165.171,275.689,165.331,250.588,200.487,277.571,152.661,188.795,119.133
,3570,3570,108.069,116.943,96.531,115.325,77.164,97.543,106.135,83.367,85.106,123.294,95.348,108.648,160.734,169.857,206.014,145.703,216.928,235.731,192.65,258.106,230.645,267.3,197.415,85.037,134.502,209.983,203.187,138.197,143.496,194.348,246.384,165.518,277.921,167.444,250.588,200.487,279.795,155.612,190.144,119.133
,3600,3600,108.069,116.943,96.531,115.325,77.164,97.543,106.135,83.367,85.106,123.294,96.063,108.648,162.723,169.857,206.014,145.703,216.928,238.923,192.65,259.087,231.63,269.214,198.166,86.073,134.502,211.289,205.326,140.054,144.496,194.348,249.965,165.518,279.762,167.444,250.588,200.487,281.669,155.612,191.124,119.133
,3630,3630,108.069,116.943,96.531,115.325,77.164,97.543,106.135,85.34,85.106,123.294,96.063,108.648,163.623,169.857,206.014,147.721,216.928,240.201,192.65,261.243,231.63,270.461,199.895,86.073,134.502,211.289,206.015,141.353,144.496,195.208,249.965,165.518,279.762,169.425,250.588,200.487,282.955,155.612,193.283,119.133
,3660,3660,108.187,116.943,98.529,115.325,77.164,97.543,106.135,87.481,85.106,123.294,96.063,108.648,163.623,169.857,210.135,149.749,216.928,241.511,194.629,262.422,231.63,272.375,200.803,86.073,134.502,211.289,208.153,141.353,144.481,195.208,249.965,165.518,281.78,170.417,250.588,202.483,284.244,155.612,193.283,119.133
,3690,3690,108.187,116.943,98.529,115.325,77.164,97.543,106.135,87.481,85.106,123.294,96.063,110.64,163.623,172.783,210.135,149.749,216.928,241.989,195.619,264.983,234.586,274.294,202.561,86.073,134.502,211.289,208.153,141.353,144.481,195.208,253.547,167.434,283.08,172.537,251.985,204.479,284.244,155.612,194.468,120.092
,3720,3720,108.187,116.943,98.529,115.564,77.164,97.543,106.135,87.096,85.106,123.294,96.063,110.64,163.623,172.783,210.135,149.749,216.928,241.989,195.619,265.967,234.586,274.294,203.461,86.073,134.502,213.914,208.153,141.353,145.476,195.208,253.547,167.434,283.08,172.881,253.383,206.542,284.244,155.612,197.613,120.092
,3750,3750,110.118,116.943,98.529,115.564,77.164,97.543,108.147,87.096,85.106,123.294,96.063,110.64,163.623,172.783,210.135,149.749,216.928,241.989,195.619,267.935,236.558,276.217,205.244,86.073,134.502,213.914,208.95,143.582,145.476,195.208,253.547,167.696,283.456,173.862,253.383,206.542,286.115,155.612,197.836,120.092
,3780,3780,110.118,116.943,101.525,117.272,77.164,97.543,108.147,87.096,85.106,123.294,96.063,110.64,163.623,172.783,210.135,149.902,216.928,242.896,197.601,269.904,236.558,276.217,205.244,86.073,134.502,214.832,211.71,145.269,147.481,195.208,253.547,167.749,283.456,173.862,253.383,206.542,286.115,155.612,197.836,120.092
,3810,3810,111.117,116.943,101.525,117.272,77.164,97.543,108.147,87.096,85.106,123.294,96.063,110.64,163.623,172.783,210.135,149.902,216.928,243.391,200.577,271.875,236.558,276.217,205.706,86.073,134.502,217.064,214.536,145.269,147.476,195.208,256.365,167.749,284.209,174.844,253.383,207.614,286.115,155.612,197.836,122.015
,3840,3840,112.116,116.943,101.525,117.272,77.164,97.543,108.147,87.096,85.106,123.294,96.063,112.64,163.623,172.783,210.135,149.902,216.928,246.136,201.464,273.033,236.558,277.454,205.706,86.073,134.502,217.064,215.271,146.192,148.476,195.208,256.365,167.749,285.502,175.827,253.383,207.614,286.115,155.612,197.836,122.015
,3870,3870,112.116,116.943,101.525,117.272,77.164,98.533,108.147,87.096,85.106,123.294,96.063,112.64,163.623,172.783,210.135,149.902,216.928,246.663,201.464,274.197,236.558,277.454,207.06,86.073,134.502,217.064,215.271,147.115,148.476,195.208,259.077,167.749,286.797,176.236,253.383,207.614,287.991,155.612,200.014,122.015
,3900,3900,112.116,116.943,101.525,117.272,77.164,98.533,108.147,87.096,85.106,123.294,96.063,113.64,163.623,172.783,210.135,151.897,216.928,247.05,201.464,275.366,238.531,277.454,207.942,86.134,134.502,217.064,216.01,148.04,148.476,195.208,259.077,169.663,286.797,178.187,253.383,207.614,289.275,155.612,200.014,122.015
,3930,3930,112.116,116.943,101.525,117.272,77.164,98.533,109.147,88.022,85.106,123.294,96.063,113.64,163.623,172.783,210.135,153.893,216.928,247.196,203.557,276.348,240.506,277.454,209.777,86.134,134.502,217.064,218.096,148.04,149.481,195.208,259.077,170.099,286.797,178.187,253.383,207.614,289.99,155.612,200.014,122.015
,3960,3960,112.116,116.943,101.525,117.272,77.164,98.533,109.147,88.022,85.106,123.294,96.063,113.64,163.623,172.783,210.135,153.893,216.928,247.253,205.964,276.163,241.493,278.414,209.777,86.134,134.502,217.064,218.505,148.04,150.495,195.208,259.077,170.622,288.661,180.141,257.58,208.611,291.287,155.612,201.959,122.979
,3990,3990,112.116,119.112,101.525,117.272,77.164,98.533,109.147,88.022,87.093,123.294,96.063,114.647,163.623,172.783,210.135,153.893,216.928,251.375,205.544,276.163,243.795,281.574,211.139,86.134,134.502,217.064,218.505,148.04,150.495,195.208,259.077,170.622,290.887,181.738,257.58,210.605,293.148,155.612,203.906,122.979
,4020,4020,112.116,119.112,101.525,117.272,77.164,98.533,109.147,88.022,87.093,123.294,96.063,115.647,163.623,172.783,210.135,153.893,216.928,252.35,208.853,276.163,245.765,281.574,213.372,86.134,134.502,217.064,218.505,148.04,150.495,195.208,259.077,170.622,292.182,182.725,257.58,212.599,293.148,155.612,203.906,122.979
,4050,4050,112.116,119.112,103.523,117.272,77.164,98.533,109.147,88.022,87.093,123.294,96.063,116.647,163.623,176.838,210.135,153.893,216.928,251.939,209.654,276.163,246.588,282.535,213.372,86.134,134.502,217.064,218.505,148.04,150.495,195.208,259.077,170.622,293.479,184.06,257.58,213.596,294.444,155.612,203.687,122.979
,4080,4080,112.116,119.112,103.523,117.272,79.763,99.525,110.237,88.022,87.093,123.294,96.063,119.647,163.623,176.838,207.819,153.893,216.928,251.939,211.246,276.163,249.71,282.535,213.372,86.134,134.502,217.064,218.505,148.04,150.495,195.208,261.899,170.622,294.409,186.218,257.58,214.594,294.444,155.612,203.48,122.979
,4110,4110,112.116,122.259,103.523,117.272,79.763,99.525,110.237,88.022,87.093,123.294,96.063,119.647,163.623,178.733,211.415,153.893,216.928,251.939,215.231,280.1,252.671,282.535,214.382,86.134,134.502,219.297,218.505,148.04,150.495,197.195,261.899,173.782,296.637,187.632,257.58,214.594,294.444,155.612,203.48,122.979
,4140,4140,112.116,122.259,103.523,117.272,79.763,99.525,110.237,88.022,87.093,123.294,96.063,119.647,163.623,178.289,211.415,153.893,216.928,254.011,220.301,280.1,254.646,282.535,216.611,86.134,134.502,219.297,220.657,150.27,150.495,197.195,261.899,173.782,296.637,190.783,257.58,215.591,294.444,155.612,205.441,122.979
,4170,4170,112.176,122.259,103.523,117.272,82.286,99.525,110.237,88.022,87.093,123.294,96.063,119.647,166.539,178.479,209.299,153.893,216.928,256.472,220.673,281.901,256.622,282.535,217.984,86.134,134.502,219.297,220.657,152.36,150.495,197.195,262.004,173.782,296.637,191.755,257.58,216.588,294.444,155.612,207.403,122.979
,4200,4200,112.176,124.21,103.523,117.272,82.527,99.525,110.237,88.022,88.087,123.294,96.063,119.647,166.539,178.479,209.299,154.045,216.928,258.65,220.673,283.875,259.587,284.46,219.359,86.134,134.502,219.699,220.657,152.36,150.495,197.195,262.004,173.782,296.637,192.727,262.387,217.586,294.444,155.612,209.763,122.979
,4230,4230,113.254,124.21,103.523,118.246,82.527,100.516,110.237,88.022,88.087,123.294,96.063,122.64,168.535,178.479,209.299,156.127,219.753,258.65,221.014,284.861,261.565,285.424,221.071,86.134,134.502,219.699,220.738,152.36,150.495,197.195,263.413,176.666,298.499,192.727,262.387,217.586,294.444,155.612,209.763,122.979
,4260,4260,113.254,124.21,104.522,119.221,82.527,100.516,110.237,88.022,88.087,123.294,99.12,125.666,168.535,178.479,208.911,157.123,219.753,258.65,222.979,286.254,264.533,286.388,221.071,88.036,134.502,221.529,223.015,153.277,150.495,200.081,265.476,177.902,299.431,192.727,265.586,217.586,295.375,155.612,209.763,122.979
,4290,4290,113.254,124.21,104.522,119.221,82.527,100.516,113.178,88.022,90.076,127.248,99.12,125.666,168.535,178.479,208.911,157.123,219.753,258.65,222.979,286.254,266.513,286.388,221.071,88.036,134.502,221.529,223.661,153.277,150.495,200.081,265.476,177.902,299.431,192.727,265.586,219.656,295.375,155.612,210.741,122.979
,4320,4320,113.254,124.21,104.522,119.221,82.527,100.516,113.178,88.022,90.076,127.248,99.12,125.666,168.535,178.479,208.911,157.123,219.753,258.65,222.979,286.254,268.493,286.388,221.071,88.036,139.383,221.529,223.661,153.277,150.495,200.081,265.476,177.902,300.363,192.727,265.586,219.656,295.375,155.612,210.741,125.455
,4350,4350,113.254,124.21,104.522,119.221,82.527,100.516,113.178,88.022,90.076,127.248,99.12,125.666,168.535,178.479,208.911,157.123,219.753,259.621,222.979,286.254,268.493,286.388,221.071,88.036,139.383,221.529,223.661,153.277,150.495,200.081,265.476,177.902,300.363,192.727,265.586,219.656,295.375,155.612,210.741,125.455
,4380,4380,113.254,124.21,104.522,119.221,82.527,102.392,113.178,88.022,90.076,127.248,99.12,125.666,168.535,178.479,208.911,157.123,219.753,259.621,222.979,286.254,268.493,286.388,221.071,88.036,139.383,221.529,223.661,154.084,150.495,200.081,265.476,177.902,302.231,192.727,265.586,219.656,295.375,155.612,210.741,125.455
,4410,4410,113.254,124.21,104.522,119.221,82.527,102.392,113.178,88.022,90.076,127.248,99.12,125.666,168.535,178.479,208.911,157.123,219.753,260.837,222.979,286.254,268.493,286.388,221.071,88.036,139.383,221.529,223.661,154.45,150.495,200.081,265.476,177.902,302.231,192.727,265.586,219.656,295.375,155.612,210.741,125.455
,4440,4440,113.254,124.21,104.522,119.221,82.527,102.392,113.178,88.022,90.076,127.248,99.12,125.666,168.535,179.5,208.911,157.123,219.753,260.837,222.979,286.254,268.493,286.388,221.071,88.036,139.383,221.529,225.833,155.792,150.495,200.081,265.476,177.902,302.231,192.727,265.586,219.656,295.375,155.612,210.741,125.455
,4470,4470,113.254,124.21,104.522,119.221,82.527,102.392,113.178,88.022,90.076,127.248,99.12,125.666,168.535,181.839,208.911,157.123,219.753,260.837,222.979,286.254,268.493,286.388,221.071,88.036,139.383,221.529,225.833,155.792,150.495,200.081,265.476,177.902,302.231,192.727,265.586,219.656,295.375,155.612,210.741,125.455
,4500,4500,113.254,124.21,104.522,119.221,84.527,102.392,113.178,88.022,90.076,127.248,99.12,125.666,168.535,181.839,208.911,157.123,219.753,260.837,222.979,286.254,268.493,286.388,221.071,88.036,139.383,221.529,225.833,155.792,150.495,200.081,268.954,177.902,302.231,192.727,265.586,219.656,295.375,155.612,210.741,125.455
,4530,4530,113.254,124.21,104.522,119.221,84.527,102.392,113.178,88.022,90.076,127.248,99.12,125.666,168.535,181.839,208.911,157.123,219.753,260.837,222.979,286.254,268.493,286.388,221.071,88.036,139.383,221.529,225.833,155.792,150.495,200.081,268.954,177.902,302.231,192.727,265.586,219.656,295.375,155.612,210.741,125.455
